COMUNA,NOMBRE,PARTIDO,PACTO,RELECCIÓN,AÑOS EN EL CARGO,PERIODOS COMO ALCALDE,CANDIDATURAS ANTERIORES * ,FACEBOOK,TWITTER
Ovalle,GLORIA PIZARRO,IND,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/gloriapizarroalcaldesaporovalle,
Ovalle,RICARDO GONZALEZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/ricardogonzalezalcalde,rgonzalezalc
Ovalle,HANNA JARUFE,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/hannajarufehaune,hjarufe_alcalde
Ovalle,CLAUDIO RENTERÍA,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/claudiorenterialarrondo,claudiorenteria
Ovalle,MARTA LOBOS ,PPD,Por un Chile Justo,Sí,8,2004-2012,"2000, 2004, 2008",https://www.facebook.com/martalobos,marta_lobos
Padre Hurtado,JOSE ARELLANO,RN,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/profile.php?id=1168486448&fref=ts,Alcaldearellano
Padre Hurtado,JOSE ORELLANA ,PS,Concertación,No,0,Ninguno,No,,Orellanalcalde
Padre Las Casas,JUAN DELGADO,RN,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/JUANEDUARDODELGADO?ref=ts&fref=ts,
Padre Las Casas,MARIO GONZALEZ ,PRSD,Por un Chile Justo,No,0,Ninguno,"2000, 2008",https://www.facebook.com/MarioGonzalezAlcalde,Mgonzaprsd
Padre Las Casas,ROSA OYARZUN,IND,Sin Pacto,No,12,1996-2008,"1996, 2000, 2004",,
Paihuano,LORENZO TORRES,PPD,Por un Chile Justo,Sí,18,1994 - 2012,"1992, 1996, 2000, 2004, 2008",,
Paihuano,SERGIO PEREZ ,RN,Coalición,No,0,Ninguno,"1992, 1996, 2000, 2004",https://www.facebook.com/sergioperez.alcaldepaihuano,
Paillaco,GONZALO GALILEA,RN,Coalición,No,0,Ninguno,No,,
Paillaco,RAMONA REYES ,PS,Concertación,Sí,4,2008 - 2012,2008,https://www.facebook.com/ramona.alcaldesa,
Paillaco,GASTON FUENTES,IND,Sin Pacto,No,10,1992 - 1994 / 1996 - 2000 / 2004 - 2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/gaston.fuentesalcalde.9,
Paine,DIEGO VERGARA,RN,Coalición,Sí,4,2008 - 2012,2008,https://www.facebook.com/diegovergara.alcaldedepaine,Alcaldedepaine
Paine,NICOLAS MENA,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/nmletelier,Nimena
Palena,ALADIN DELGADO,RN,Coalición,Sí,4,2008 - 2012,"1992, 1996, 2000, 2004, 2008",,
Palena,JAIME CHAVEZ ,DC,Concertación,No,8,2000-2008,"1996, 2000, 2004, 2008",https://www.facebook.com/jaimerodrigo.chavezleiva?fref=ts,
Palmilla,GLORIA PAREDES,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/profile.php?id=100001734236316,
Palmilla,MANUEL PEREZ,IND,Coalición,No,0,Ninguno,2000-2008,,
Palmilla,HECTOR LITTIN,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/hectormiguel.littinluengo?ref=ts&fref=ts,
Panguipulli,ALEJANDRO KÖHLER,PS,Concertación,No,8,2000-2008,"1996, 2000, 2004",,
Panguipulli,RENE ARAVENA,RN,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/rene.aravenariffo,
Panguipulli,DAVID DIAZ,IND,Sin Pacto,No,0,Ninguno,No,,
Panquehue,LUIS PRADENAS,UDI,Coalición,Sí,4,2008 - 2012,2008,https://www.facebook.com/luis.p.moran.1?ref=ts&fref=ts,Luispradenas_Al
Panquehue,MARCO MUÑOZ ,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/pitopollo,Marcoxpanquehue
Panquehue,PABLO ARANCIBIA,PRI,Regionalistas e Independientes,No,0,Ninguno,1992,https://www.facebook.com/pablom.arancibiap,
Panquehue,RENE AHUMADA,DC,Concertación,No,16,1992 - 2008,"1992, 1996, 2000, 2004",,
Papudo,ROSA PRIETO,RN,Coalición,Sí,12,2000 - 2012,"2000, 2004, 2008",,
Papudo,VERONICA ELGUETA ,IND,Concertación,No,0,Ninguno,No,,
Paredones,SAMMY ORMAZABAL,PPD,Por un Chile Justo,Sí,8,2004 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/sammy.ormazabal?ref=ts&fref=ts,
Paredones,VICTOR SEPULVEDA ,IND,Coalición,No,0,Ninguno,No,,
PAREDONES,LUIS CATALAN,IND,El cambio por ti,No,0,Ninguno,No,,
Parral,ISRAEL URRUTIA ,DC,Concertación,Sí,8,2004-2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/IsraelUrrutiaEscobar,Israelurrutia1
Parral,PAULA RETAMAL,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/retamalfutura.alcaldesaparral,
Pedro Aguirre Cerda,CLAUDINA NUÑEZ,PC,Por un Chile Justo,Sí,4,2008-2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/pages/Claudina-N%C3%BA%C3%B1ez/415833101814370,
Pedro Aguirre Cerda,JUAN LEMUÑIR,PRO,El cambio por ti,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/pages/Juan-Lemu%C3%B1ir-Epuyao-Alcalde-por-Pedro-Aguirre-Cerda/412785205410205,Juanlemunirpac
Pedro Aguirre Cerda,KATHY MORALES,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
Pedro Aguirre Cerda,RAFAEL IZQUIERDO,UDI,Coalición,No,0,Ninguno,2008,https://www.facebook.com/rafaelizquierdopac,Izquierdopac
Pelarco,CARLOS VERDUGO ,DC,Concertación,No,2,1992-1994,"1992, 1996, 2000",https://www.facebook.com/carlos.verdugoperez?ref=ts&fref=ts,
Pelarco,ALFREDO PEREZ,IND,Sin Pacto,Sí,8,2004-2012,2004-2008,,
Pelarco,BERNARDO VASQUEZ,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/bernardo.v.bobadilla?ref=ts&fref=ts,
Pelluhue,DIEGO ALARCON,UDI,Coalición,No,0,Ninguno,No,,
Pelluhue,MAGALI ARAVENA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/magalyaravena.alcaldepelluhue,
Pelluhue,MAURICIO VALENZUELA,IND,Sin Pacto,No,0,Ninguno,No,,
Pelluhue,NELSON LEAL,IND,Sin Pacto,No,4,1996 - 2000,"1996, 2004, 2008",,
Pelluhue,MANUEL BOBADILLA,PPD,Por un Chile Justo,No,0,Ninguno,"1992, 1996",,
Pelluhue,MIGUEL AMIGO ,PH,Más Humanos,No,0,Ninguno,No,,
Pemuco,JACQUELINE GUIÑEZ ,IND,Coalición,No,4,Ninguno,No,,
Pemuco,JULIO MUÑOZ ,DC,Concertación,Sí,,2008 - 2012,"2000, 2008",https://www.facebook.com/campanajuliomunoz.alcalde,
Pemuco,LUIS RUBILAR,IND,Sin Pacto,No,0,Ninguno,2008,,
Pemuco,PEDRO VALLEJOS ,IND,Sin Pacto,No,0,Ninguno,No,,
Pemuco,RICARDO DIAZ ,PPD,Por un Chile Justo,No,0,Ninguno,No,,
Peñaflor,ANGIE FARIAS,PPD,Por un Chile Justo,No,0,Ninguno,No,https://www.facebook.com/pages/Angie-Farias-Alcaldesa-2012-Pe%C3%B1aflor/301140103249194,Angiefariasv
Peñaflor,MANUEL FUENTES,UDI,Coalición,Sí,12,2000-2012,"1996, 2000, 2004, 2008",,
Peñaflor,NICOLAS RIVERA ,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/NicolasRiveraGallardo,
Peñalolén,WILFREDO ALFSEN,PH,Más Humanos,No,0,Ninguno,No,,Wilfredoalfsen
Peñalolén,CAROLINA LEITAO,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/carolinaleitaoalcaldesa,Carolinaleitao
Peñalolen,MARIO MARIN,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/mariomarin21,Marinlolen
Peñalolén,MARCELO MORAN,UDI,Coalición,No,0,Ninguno,2000,https://www.facebook.com/MoranAlcalde,Marcelomorane
Peñalolen,JOSE MANUEL ECHEVERRIA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/EcheverriaPenalolenAlcalde2012,
Pencahue,ANDRES LEAL,DC,Concertación,No,4,2004-2008,2004,https://www.facebook.com/andres.lealgomez.9,
Pencahue,LUCY LARA,RN,Coalición,Sí,8,2000-2004/2008-2012,"1992, 1996, 2000, 2008",,Lucylara2012
Pencahue,MARCELO HERNANDEZ ,PRO,El cambio por ti,No,0,Ninguno,No,,Boxiadp
Pencahue,SERGIO OLIVOS,IND,Regionalistas e Independientes,No,0,Ninguno,No,https://www.facebook.com/sergioolivos.alcaldepencahue,Olivoszerene
Penco,VICTOR FIGUEROA,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/VictorHugoFigueroaAlcaldeXPenco,Victorhugopenco
Penco,GABRIEL ALBISTUR ,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/GabrielAlbisturAlcalde20122014PencoYLirquen,Galbistur
Penco,GUILLERMO CACERES,UDI,Coalición,Sí,8,2004 - 2012,"2004, 2008",https://www.facebook.com/groups/49402891536/?fref=ts,
Peralillo,FABIAN GUAJARDO,PPD,Por un Chile Justo,No,4,2004 - 2008,"2004, 2008",https://www.facebook.com/fabianguajardo.alcalde,FabianAlcalde
Peralillo,GERARDO CORNEJO ,IND,Coalición,Sí,16,1992 - 2004 / 2008 - 2012,"1992, 1996, 2000, 2008",,
Peralillo,JOSÉ AREVALO,IND,El cambio por ti,No,0,Ninguno,No,,
Perquenco,LUIS MUÑOZ,DC,Concertación,Sí,8,2004 - 2012,"2004, 2008",,lmunozperez
Perquenco,JUAN MEGE,RN,Coalición,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/juancarlosmege.alcaldedeperquenco,
Petorca,GUSTAVO VALDENEGRO,IND,Sin Pacto,Sí,4,2008-2012,2008,,Valdenegro2013
Petorca,MAURICIO QUIROZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/mauricio.q.chamorro,
Petorca,INGRID MASSARDO,UDI,Coalición,No,0,Ninguno,No,,ingrid_alcalde
Petorca,OSVALDO TORO,DC,Concertación,No,10,1992-1994/1996-2000/2004-2008,"1992, 1996, 2000, 2004, 2008",,OsvaldoToroToro
Peumo,BENEDICTO ZUÑIGA,RN,Coalición,No,4,2000-2004,"1992, 1996, 2000, 2004",,
Peumo,FERNANDO VERDUGO ,PRSD,Por un Chile Justo,No,0,Ninguno,"2000, 2008",https://www.facebook.com/pages/Fernando-Verdugo-Alcalde/419032511477056,Fdoverdugo
Peumo,FERMIN CARREÑO,IND,Sin Pacto,Sí,4,2008-2012,"1992, 1996, 2000, 2008",,
Pica,MIGUEL ANGEL NUÑEZ,DC,Concertación,No,0,Ninguno,2008,,
Pica,IVAN INFANTE ,IND,Coalición,Sí,12,2000-2012,"1996, 2000, 2004, 2008",,
Pichidegua,MARIE JEANNE LYON ,UDI,Coalición,No,14,1994 - 2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/mariejean.alcaldesa.7,
Pichidegua,RUBEN CERON,PRSD,Por un Chile Justo,Sí,4,2008 - 2012,"1992, 1996, 2000, 2008",https://www.facebook.com/rubenadolfo.cerongonzalez,Racergon
Pichilemu,CARLOS ACUÑA,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/PichilemuPuedeMas,
Pichilemu,WASHINGTON ARANEDA,PRO,El cambio por ti,No,0,Ninguno,No,,
Pichilemu,ROBERTO CORDOVA ,PS,Concertación,No,0,Ninguno,2000,https://www.facebook.com/roberto.cordovacarrenoalcalde,
Pichilemu,MARIO MORAGA,IND,Sin Pacto,No,0,Ninguno,"1996, 2000, 2004",,
Pichilemu,CRISTIAN TAMAYO,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/cristian.tamayodosmildoce,
Pichilemu,IVAN CABRERA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/ivan.cabreramartinez.9,
Pinto,EDUARDO LARENAS ,IND,Por un Chile Justo,No,4,2004 - 2008,"2004, 2008",,
Pinto,FERNANDO CHAVEZ,UDI,Coalición,Sí,´4,2008 - 2012,2008,https://www.facebook.com/fernando.chavezguinez,
Pirque,CRISTIAN BALMACEDA,RN,Coalición,Sí,4,2008 - 2012,2008,,Cbalmacedau
Pirque,LUIS BATALLE ,PS,Concertación,No,0,Ninguno,No,https://www.facebook.com/luis.batalle.pedreros,Batalle
Pirque,BETZABE MUÑOZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/BetzabeMunozAlcaldesaXPirque,
Pitrufquén,"MARCELO MONCADA
",IND,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/marcelomoncada.alcaldepitrufquen,MoncadaMarcelo
Pitrufquén,HUMBERTO CATALAN,IND,Concertación,Sí,8,2004-2012,2004-2008,https://www.facebook.com/humberto.catalanalcalde,
Pitrufquén,PEDRO LIZAMA,UDI,Coalición,No,8,1996-2004,"1992, 1996, 2000, 2004",https://www.facebook.com/pedro.l.alcalde,
Placilla,JOAQUIN LATORRE,IND,Concertación,No,16,1992-2008,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/pages/Joaquin-Latorre-Placilla-2012/353582651397218,
Placilla,LUIS SILVA,IND,Coalición,Sí,4,2008-2012,2008,https://www.facebook.com/ConLuisSilvaSanchezPlacillaViveMejor,
Portezuelo,MIGUEL RIVAS ,IND,Sin Pacto,No,0,Ninguno,No,,
Portezuelo,MODESTO SEPULVEDA ,DC,Concertación,Sí,12,2000-2012,"2000, 2004, 2008",https://www.facebook.com/modesto.s.andrade,
Portezuelo,RENE SCHUFFENEGER,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/reneportezuelo,Rschuffeneger
Portezuelo,LEONARDO MERINO,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/leonardo.merinosegura,
Porvenir, MARISOL ANDRADE,IND,Concertación,No,0,Ninguno,No,,
Porvenir,JOSE ANTONIO MANSILLA,IND,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/joseantonio.mansillaapablaza,
Porvenir,MARGARITA NORAMBUENA,IND,Coalición,No,0,Ninguno,No,,margan2012
Pozo Almonte,VERONICA AGUIRRE,DC,Concertación,No,2,1992 - 1994,"1992, 1996, 2000, 2004",https://www.facebook.com/veronicahayddea?ref=ts&fref=ts,
Pozo Almonte,AUGUSTO SMITH ,RN,Coalición,Sí,18,1994 - 2012,"1992, 1996, 2000, 2004, 2008",,
Pozo Almonte,FERDINANDO RELOS,PRI,Regionalistas e Independientes,No,0,Ninguno,2008,https://www.facebook.com/ferdinandorelos?fref=ts,
Pozo Almonte,JOSE MUÑOZ,IND,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/josefernandomunoz2012?ref=ts&fref=ts,
Pozo Almonte,JUAN CARLOS MAMANI ,IND,Chile está en otra,No,0,Ninguno,No,,
Primavera,BLAGOMIR BRIZTILO,IND,Concertación,No,0,Ninguno,No,,
Primavera,RICARDO OLEA ,UDI,Coalición,Sí,20,1992 - 2012,"1992, 1996, 2000, 2004, 2008",,
Providencia,CHRISTIAN LABBE,UDI,Coalición,Sí,16,1996 - 2012,"1996, 2000, 2004, 2008",https://www.facebook.com/cristian.labbegalilea?ref=ts&fref=ts,
Providencia,JOSEFA ERRAZURIZ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/errazurizjosefa?filter=2,Josefaerrazuriz
Puchuncaví,ANTONIO OLIVARES,IND,Concertación,No,0,Ninguno,"1992, 1996, 2000",https://www.facebook.com/AlcaldePuchuncaviAntonioOlivares,@Olivares_Ant
Puchuncaví,HUGO ROJA,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/pages/Hugo-Rojas-Alcalde-Puchuncav%C3%AD-2012/253234408095601,
Puchuncaví,LETICIA ALMONACID,UDI,Coalición,No,0,Ninguno,No,,
Puchuncaví,RODRIGO VICENCIO ,IND,Sin Pacto,No,0,Ninguno,2008,https://www.facebook.com/rodrigo.vicenciocisternas.5,
Pucón,EDITA MANSILLA,PPD,Por un Chile Justo,Sí,4,2008-2012,"2000, 2004, 2008",https://www.facebook.com/edita.contigomuchomejor?ref=ts&fref=ts,
Pucón,CARLOS BARRA,RN,Coalición,No,14,1994-2008,"1992, 1996, 2000, 2004",https://www.facebook.com/carlos.barra.58?ref=ts&fref=ts,
Pudahuel,CRISTIAN NORAMBUENA,UDI,Coalición,No,0,Ninguno,No,https://www.facebook.com/mivecinocristian,Vecinocristian
Pudahuel,JOHNNY CARRASCO,PS,Concertación,Sí,20,1992-2012,"1992, 1996, 2000, 2004, 2008",https://www.facebook.com/AlcaldeJohnnyCarrasco,Jcarrascoc
Pudahuel,PEDRO FUENTES ,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
Puente Alto,GERMAN CODINA ,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/codinaalcalde,Germancodina
Puente Alto,MARIA SOLEDAD BARRIA,PS,Concertación,No,0,Ninguno,No,https://www.facebook.com/puentealtopuedemas,Doctorabarria
Puente Alto,PATRICIO MERY ,IND,Más Humanos,No,0,Ninguno,No,https://www.facebook.com/pages/Patricio-Mery-alcalde-de-Puente-Alto/125035110955698,PatricioMery
Puente Alto,RAINIER RIOS,PI,Igualdad para Chile,No,0,Ninguno,No,https://www.facebook.com/RainierRiosAlcaldePorPuenteAlto,Rainierrios
Puente Alto,ROBERTO AVILA,IND,El cambio por ti,No,0,Ninguno,No,,Robertoavilatol
Puerto Montt,GERVOY PAREDES,PS,Concertación,No,0,Ninguno,No,https://www.facebook.com/gervoyparedes,Gervoyparedesr
Puerto Montt,IVAN VERA ,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/IvanVeraAlcalde,
Puerto Montt,JAIME BRAHM,RN,Coalición,No,0,Ninguno,No,https://www.facebook.com/pages/Jaime-Brahm-Alcalde/353319074735200,Brahmalcalde
Puerto Montt,JUAN ANTONIO SANDOVAL,IND,Sin Pacto,No,2,1994-1996,"1992, 1996, 2000",https://www.facebook.com/juanantonio.sandovalparedes?ref=ts&fref=ts,
Puerto Montt,RAUL OLIVA ,PRO,El cambio por ti,No,0,Ninguno,No,https://www.facebook.com/raul.olivaalcalde.1,Raulolivaalcald
Puerto Octay,CARLOS MANCILLA,DC,Concertación,Sí,8,2004 - 2012,"2004, 2008",,
Puerto Octay,OSVALDO PEREZ,IND,Sin Pacto,No,0,Ninguno,No,,
Puerto Octay,MARIA OJEDA,UDI,Coalición,No,0,Ninguno,No,,
Puerto Varas,ALVARO BERGER ,PS,Concertación,No,0,Ninguno,No,,ABerger2012
Puerto Varas,RAMON BAHAMONDE,UDI,Coalición,Sí,12,2000 - 2012,"1992, 1996, 2000, 2004, 2008",,
Puerto Varas,FOCH METAYER,IND,Sin Pacto,No,0,Ninguno,No,https://www.facebook.com/fochmetayer.alcalde,FochMetayer
Pumanque,EMILIO SOTO,DC,Concertación,No,0,Ninguno,No,https://www.facebook.com/emilio.sotocornejo?ref=ts&fref=ts,
Pumanque,FRANCISCO CASTRO,RN,Coalición,No,0,Ninguno,1996,https://www.facebook.com/francisco.c.galvez.7,Nolocastro
Punitaqui,BLANCA ARAYA,PRI,Regionalistas e Independientes,Sí,4,2008-2012,2008,,
Punitaqui,RAUL RUILOVA ,IND,Por un Chile Justo,No,0,Ninguno,No,,
Punitaqui,PEDRO VALDIVIA,IND,Sin Pacto,No,0,Ninguno,"1996, 2000, 2008",,
Punta Arenas,EMILIO BOCAZZI ,IND,Por un Chile Justo,No,0,Ninguno,No,http://www.facebook.com/emilio.boccazzi,EmilioBoccazzi 
Punta Arenas,MANUEL URIBE,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
Punta Arenas,ROBERTO SAHR,IND,Sin Pacto,No,0,Ninguno,2000,http://www.facebook.com/roberto.concejal,Robertosahr
Punta Arenas,SANDRA AMAR,IND,Coalición,No,0,Ninguno,No,,
Puqueldón,ELSON CARCAMO,IND,Sin Pacto,Sí,4,2008-2012,2008,http://www.facebook.com/elson.barria,
Puqueldón,NORA BARRIA,PRSD,Por un Chile Justo,No,8,2000-2008,"1996, 2000, 2004, 2008",,
Puqueldón,PEDRO MONTECINOS,IND,Coalición,No,0,Ninguno,No,http://www.facebook.com/comando.pedromontecinos,
Purén,BENIGNO QUIÑONES,DC,Concertación,Sí,8,2004 - 2012,"2000, 2004, 2008",http://www.facebook.com/benigno.quinones,
Purén,JORGE RIVERA ,PPD,Por un Chile Justo,No,0,Ninguno,2000,http://www.facebook.com/pages/JORGE-RIVERA-ALCALDE-DE-PUR%C3%89N-2012/199868563393313,
Purén,SAMUEL VALENZUELA,RN,Coalición,No,0,Ninguno,No,http://www.facebook.com/SamuelSiempreConPuren,
Purranque,CESAR NEGRON,PS,Concertación,Sí,10,1994 - 1996 / 2004 - 2012,"1992, 1996, 2004, 2008",,
Purranque,ALICIA VILLAR,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/pages/Alicia-Villar-Purranque/292905930775996?fref=ts,
Purranque,ISIDORO BARQUIN,IND,Coalición,No,8,1996 - 2004,"1992, 1996, 2000, 2004, 2008",,
Putaendo,GUILLERMO REYES,PS,Concertación,Sí,4,2008 - 2012,2008,,
Putaendo,SILVIA ARANCIBIA ,IND,Coalición,No,0,Ninguno,No,http://www.facebook.com/silvia.a.abarca,Silviarancibia
Putre,ANGELO CARRASCO,PPD,Por un Chile Justo,Sí,4,2008-2012,2008,,
Putre,FERNANDA SANTOS ,IND,Igualdad para Chile,No,0,Ninguno,No,,
Putre,FILIDOR YUCRA,PRO,El cambio por ti,No,0,Ninguno,"1992, 1996",http://www.facebook.com/filidor.yucra,
Putre,FRANCISCO HUMIRE,UDI,Coalición,No,12,1996-2008,"1996, 2000, 2004, 2008",http://www.facebook.com/alcalde.parinacota?fref=ts,
Puyehue,JOSE QUEIPUL ,DC,Concertación,No,0,Ninguno,2008,http://www.facebook.com/jose.vidal.100,
Puyehue,JIMENA NUÑEZ,UDI,Coalición,Sí,16,1996-2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/jimena.nunezmoralez,
Queilén,MARCOS VARGAS ,DC,Concertación,No,0,Ninguno,No,,
Queilén,MANUEL GODOY,UDI,Coalición,No,0,Ninguno,"1992, 2000",http://www.facebook.com/mgvelasquez1,
Queilén,MIGUEL ANGEL OPITZ,IND,Sin Pacto,No,0,Ninguno,"1992, 1996, 2000",,
Quellón,CRISTIAN OJEDA ,DC,Concertación,No,0,Ninguno,No,,
Quellón,IVAN HARO,RN,Coalición,Sí,14,1992 - 1994 / 1996 - 2004 / 2008 - 2012,"1992, 1996, 2000, 2008",,
Quellón,FRANCISCO CARCAMO,IND,Sin Pacto,No,0,Ninguno,No,,
Quemchi,FRANCISCO MILLAN,RN,Coalición,No,0,Ninguno,"1992, 2000",,
Quemchi,GUSTAVO LOBOS ,IND,Regionalistas e Independientes,No,0,Ninguno,"2004, 2008",http://www.facebook.com/gustavo.l.marin,Gustavolobosm
Quemchi,LUIS MACIAS,IND,Concertación,Sí,´8,2004 - 2012,"2004, 2008",http://www.facebook.com/luismacias.alcalde,
Quilaco,EDGARDO SOLAR ,DC,Concertación,No,0,Ninguno,"1992, 1996, 2000",,
Quilaco,ROLANDO TIRAPEGUI,IND,Sin Pacto,No,16,1992 - 2008,"1992, 1996, 2000, 2004, 2008",,
Quilaco,FREDY BARRUETO,PRI,Regionalistas e Independientes,Sí,4,2008 - 2012,2008,,
Quilicura,CLAUDIO SAEZ,IND,Coalición,No,0,Ninguno,No,http://www.facebook.com/claudiosaez.renovando,
Quilicura,MIRIAM BAZAEZ,PPD,Por un Chile Justo,No,0,Ninguno,"1992, 1996, 2000",http://www.facebook.com/pages/Miriam-Bazaez-2012/107689422627113,Mbazaez2012
Quilicura,RAUL VALLADARES ,IND,Sin Pacto,No,0,Ninguno,No,,
Quilicura,JUAN CARRASCO,IND,Sin Pacto,Sí,4,2008-2012,2008,http://www.facebook.com/people/Juan-Carrasco/1522037659,JuanQuilicura
Quilleco,JAIME QUILODRAN ,IND,Concertación,No,0,Ninguno,"2000, 2008",,
Quilleco,RODRIGO TAPIA,IND,Coalición,Sí,4,2008-2012,"1996, 2004, 2008",,
Quilleco,RAMON RIOSECO,IND,Sin Pacto,No,16,1992-2008,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/ramonrioseco.porquilleco,
Quillón,ALBERTO GYHRA,RN,Coalición,No,0,Ninguno,No,http://www.facebook.com/alberto.gyhra,
Quillón,JAIME CATALAN,DC,Concertación,Sí,16,1996-2012,"1992, 1996, 2000, 2004, 2008",,
Quillón,NELSON CAMUS ,IND,Sin Pacto,No,0,Ninguno,No,,
Quillota,LUIS MELLA ,DC,Concertación,Sí,20,1992 - 2012,"1992, 1996, 2000, 2004, 2008",http://www.facebook.com/doctormella,Doctormella
Quillota,RODRIGO JARUFE,RN,Coalición,No,0,Ninguno,2008,http://www.facebook.com/rjarufe,Rjarufe
Quilpué,GUSTAVO RISTEMPART,PH,Más Humanos,No,0,Ninguno,No,,
Quilpué,ARMANDO FIGUEROA ,IND,Igualdad para Chile,No,0,Ninguno,1996,,
Quilpué,DIMITRI MORALES,IND,Coalición,No,0,Ninguno,No,http://www.facebook.com/dimitri.morales,Dimitri_Morales
Quilpue,ADRIANA ROMAGGI,IND,El cambio por ti,No,0,Ninguno,No,http://www.facebook.com/people/Adriana-Romaggi-Chiesa,
Quilpué,MAURICIO VIÑAMBRES,PS,Concertación,Sí,8,2004 - 2012,"2000, 2004, 2008",,Mvinambres
Quinchao,TERESITA RUIZ ,IND,Coalición,No,0,Ninguno,No,,
Quinchao,SANTIAGO TORRES,IND,Concertación,Sí,8,2004 - 2012,"2004, 2008",,
Quinta de Tilcoco,NELSON BARRIOS,PPD,Por un Chile Justo,Sí,12,2000-2012,"1996, 2000, 2004, 2008",,
Quinta de Tilcoco,NICOLAS ECHENIQUE,RN,Coalición,No,0,Ninguno,No,,Nicoechenique
Quinta de Tilcoco,ROBERTO VARGAS,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/robertoivan.vargasmunoz.,
Quinta Normal,CARMEN FERNANDEZ,DC,Concertación,No,0,Ninguno,No,,Carmengloriafz
Quinta Normal,DANIEL ESCOBAR,UDI,Coalición,No,0,Ninguno,No,http://facebook.com/EscobarAlcalde,Escobaralcalde
Quinta Normal,HUGO LANDAURO,PRO,El cambio por ti,No,0,Ninguno,No,http://www.facebook.com/hugolandauro,Hugolandauro
Quinta Normal,CECILIA FERNANDEZ,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/QUINTANORMAL2012,Macecilia2012
Quintero,JOSE VARAS,IND,Concertación,Sí,8,2000-2004/2008-2012,"1996, 2000, 2004, 2008",,
Quintero,MARCELO MORENO,UDI,Coalición,No,0,Ninguno,No,,
Quintero,MAURICIO CARRASCO ,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/Carrasco.Alcalde.2012,
Quirihue,JULIO MONTES ,IND,Regionalistas e Independientes,No,0,Ninguno,No,,
Quirihue,RAUL ANDRADE ,RN,Coalición,No,12,1996 - 2008,"1992, 1996, 2000, 2004, 2008",http://facebook.com/randradevera,
Quirihue,RICHARD IRIBARRA ,PRSD,Por un Chile Justo,No,0,Ninguno,No,,
Quirihue,WILSON PONCE ,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/sWilsonPonceAlcaldeParaQuirihue,
Quirihue,YANETH ESCALONA,IND,Sin Pacto,No,0,Ninguno,No,http://www.facebook.com/yanet.escalona,
